-69.28317743450857,-94.86388814124298
-70.18076000913605,-94.29419610142392
-71.07361643913474,-93.76948572546917
-71.93378371147054,-93.3256068954611
-72.80188107750011,-92.80039996714476
-73.67845037483683,-92.26434681968131
-74.61723854829326,-91.7302010022859
-75.60060826340778,-91.17813172467396
-76.63807295789762,-90.61645468788495
-77.73198719313513,-90.02134622728201
-78.92068785878784,-89.38460833973056
-80.09864820739364,-88.7969189883853
-81.31793893150996,-88.15854639654302
-82.5633240997275,-87.5069984848179
-83.84490759036291,-86.79357938665149
-85.19711096825473,-86.04119658760821
-86.56264398546458,-85.29227707353068
-87.89047986728166,-84.58504661978898
-89.19052003146446,-83.86105742169032
-90.49884589402718,-83.08907572513512
-91.8038936807794,-82.33094232462449
-93.07907190612498,-81.62869024231772
-94.38709838152481,-80.95832268083743
-95.70590999501314,-80.2900031993061
-96.96387201736648,-79.618158457356
-98.21545872413255,-78.94751727362554
-99.39751434782872,-78.34112807780826
-100.53959638705632,-77.80247918423373
-101.61479990204323,-77.25068231710334
-102.69037553752023,-76.78920489088753
-103.84177713988923,-76.32577780093568
-105.06009218668765,-75.83870860947587
-106.35784021641044,-75.3330926672299
-107.58413538802952,-74.8507062175216
-108.59983284824924,-74.30374369875969
-109.57770810911882,-73.55020818455702
-110.41302154365299,-72.45927709769146
-110.85215941045692,-71.19729627804972
-110.90810934394415,-69.82523723796754
-110.77487375434652,-68.48303648118376
-110.3914676172082,-67.10756386584919
-109.83993838418337,-65.7047389856549
-109.11327258802196,-64.38632405360252
-108.28644376431177,-63.03327373243896
-107.18364289676175,-61.89664848487579
-105.8429869337016,-60.99665702853368
-104.40377731949484,-60.385873217450424
-102.95268134584344,-60.009374013414806
-101.42085095421294,-59.879325845756526
-99.83523497201465,-60.015506188786254
-98.23609410283349,-60.37586225446164
-96.64911784651711,-60.83582588212606
-95.07622396437216,-61.41380658618091
-93.5626826376034,-62.08778108523066
-92.19231824487406,-62.7612649604821
-90.78215644998781,-63.419839094172694
-89.3353261686625,-64.14358871165865
-88.00648551231589,-64.92116695302688
-86.85623148561578,-65.57433949151957
-85.71606331320913,-66.2641354319667
-84.42981333934775,-67.00365013593111
-82.96128903121891,-67.87916571095394
-81.28857298160275,-68.78430312480229
-79.54822485589155,-69.69318738779447
-77.83575913987104,-70.64510012526502
-76.14330681649314,-71.63805379554044
-74.41760824352272,-72.59325670326285
-72.65878233835967,-73.50020970876828
-70.76927628954294,-74.52740821933418
-68.82591815341844,-75.54117526983786
-66.9311708632199,-76.55656802147676
-65.0299094970974,-77.57864979385184
-63.25466913572485,-78.54900054688932
-61.561240881701025,-79.5151960550995
-59.97139496313949,-80.3942329313003
-58.37655998574472,-81.22400110990934
-56.86376025454794,-82.11780722855947
-55.42011721439778,-83.03858374755941
-54.18683591780106,-83.9803079337714
-53.17397491687333,-85.03066902618319
-52.38133281358096,-86.19325563695699
-51.70975640667759,-87.46027213946756
-51.32180296851415,-88.99979474092547
-51.2230298929511,-90.65008614188986
-51.296305721830386,-92.18777576536942
-51.50070997444049,-93.53124272857455
-51.90986540736645,-94.76162317899553
-52.44648606935819,-95.85508415535976
-52.99095685240633,-96.78197817142399
-53.58518681096113,-97.62573550500207
