-59.67, -100.97
-103.01, -76.21
-109.5, -69.96
-109.9, -64.37
-105.4, -61.12
-97.5, -62.37
-89.5, -64.8
-60, -80.56
-54.5, -84
-51.2, -91.3
-54.1, -96.1
