2.7306,2.9066,0.6335,0.8312,0.0000,0
3.7682,3.4492,0.7398,0.6408,0.0000,0
4.9542,3.8994,0.8309,0.4997,0.0000,0
6.2541,4.2879,0.8957,0.3929,0.0000,0
7.6692,4.6272,0.9551,0.3070,0.0000,0
8.6849,4.8545,0.9956,0.2636,0.0000,0
9.6936,5.0614,1.0454,0.2316,0.0000,0
10.6836,5.2437,1.1010,0.2027,0.0000,0
11.6847,5.4060,1.1247,0.1811,0.0000,0
13.1347,5.6309,1.1685,0.1583,0.0000,0
14.5968,5.8385,1.2131,0.1421,0.0000,0
15.6003,5.9770,1.2336,0.1312,0.0000,0
16.6080,6.1149,1.2523,0.1244,0.0000,0
18.1304,6.3153,1.2927,0.1195,0.0000,0
19.6594,6.5091,1.3468,0.1181,0.0000,0
20.6839,6.6442,1.3709,0.1184,0.0000,0
21.7299,6.7898,1.3813,0.1211,0.0000,0
22.7356,6.9330,1.4125,0.1240,0.0000,0
24.0463,7.1222,1.4590,0.1206,0.0000,0
25.5803,7.3012,1.5232,0.1151,0.0000,0
26.6423,7.4223,1.5566,0.1104,0.0000,0
27.9565,7.5656,1.6014,0.1044,0.0000,0
29.0185,7.6810,1.6309,0.0985,0.0000,0
30.3523,7.8204,1.6678,0.0924,0.0000,0
31.4249,7.9255,1.7001,0.0870,0.0000,0
32.5266,8.0376,1.7284,0.0835,0.0000,0
33.6146,8.1463,1.7645,0.0841,0.0000,0
34.6869,8.2789,1.8049,0.0928,0.0000,0
35.7449,8.4149,1.8421,0.1006,0.0000,0
36.7908,8.5553,1.8820,0.1058,0.0000,0
37.8909,8.6963,1.9257,0.1072,0.0000,0
38.9344,8.8115,1.9617,0.1014,0.0000,0
40.0069,8.9225,1.9962,0.0952,0.0000,0
41.1186,9.0412,2.0361,0.0920,0.0000,0
42.1644,9.1554,2.0712,0.0912,0.0000,0
43.2344,9.2741,2.1075,0.0910,0.0000,0
44.2634,9.3883,2.1395,0.0923,0.0000,0
45.3660,9.5138,2.1802,0.0934,0.0000,0
46.4424,9.6401,2.2172,0.0950,0.0000,0
47.5341,9.7675,2.2542,0.0968,0.0000,0
48.6037,9.8933,2.2939,0.0983,0.0000,0
49.7299,10.0300,2.3334,0.0999,0.0000,0
50.8269,10.1618,2.3677,0.1020,0.0000,0
52.4994,10.3630,2.4280,0.1044,0.0000,0
53.6562,10.5015,2.4704,0.1058,0.0000,0
55.3585,10.7068,2.5295,0.1077,0.0000,0
57.0929,10.9206,2.5887,0.1097,0.0000,0
58.2842,11.0627,2.6337,0.1107,0.0000,0
59.4487,11.2061,2.6874,0.1118,0.0000,0
60.6231,11.3477,2.7372,0.1116,0.0000,0
61.7919,11.4950,2.7848,0.1108,0.0000,0
62.9571,11.6353,2.8350,0.1091,0.0000,0
64.1790,11.7840,2.8832,0.1083,0.0000,0
65.3175,11.9177,2.9370,0.1068,0.0000,0
66.5279,12.0589,2.9899,0.1048,0.0000,0
67.7270,12.2019,3.0365,0.1044,0.0000,0
68.8750,12.3343,3.0827,0.1033,0.0000,0
70.0310,12.4712,3.1304,0.1023,0.0000,0
71.2143,12.6212,3.1680,0.1021,0.0000,0
72.3604,12.7473,3.2223,0.1016,0.0000,0
74.1007,12.9535,3.2987,0.1020,0.0000,0
75.8695,13.1626,3.3692,0.1019,0.0000,0
77.0562,13.3147,3.4085,0.1025,0.0000,0
78.2537,13.4463,3.4668,0.1014,0.0000,0
79.4373,13.5846,3.5164,0.1005,0.0000,0
80.6374,13.7223,3.5592,0.0992,0.0000,0
81.8208,13.8539,3.6105,0.0990,0.0000,0
83.0085,13.9921,3.6623,0.0986,0.0000,0
84.2319,14.1319,3.7143,0.1005,0.0000,0
85.4518,14.2759,3.7679,0.1019,0.0000,0
86.6780,14.4149,3.8200,0.1032,0.0000,0
87.9172,14.5659,3.8787,0.1039,0.0000,0
89.1522,14.7135,3.9271,0.1054,0.0000,0
90.4061,14.8648,3.9824,0.1058,0.0000,0
91.6314,15.0167,4.0321,0.1051,0.0000,0
92.9102,15.1734,4.0900,0.1051,0.0000,0
94.1985,15.3331,4.1321,0.1051,0.0000,0
95.4925,15.4814,4.2088,0.1047,0.0000,0
96.7849,15.6309,4.2656,0.1044,0.0000,0
98.1024,15.7855,4.3337,0.1039,0.0000,0
99.3908,15.9399,4.3937,0.1036,0.0000,0
100.7076,16.0933,4.4556,0.1038,0.0000,0
102.0045,16.2464,4.5204,0.1035,0.0000,0
103.2923,16.3953,4.5842,0.1025,0.0000,0
104.6028,16.5492,4.6449,0.1017,0.0000,0
105.8958,16.6991,4.7015,0.1017,0.0000,0
107.1845,16.8447,4.7590,0.1012,0.0000,0
108.4858,16.9907,4.8211,0.1014,0.0000,0
109.7461,17.1359,4.8775,0.1002,0.0000,0
110.9724,17.2730,4.9325,0.0992,0.0000,0
112.1656,17.4082,4.9765,0.0989,0.0000,0
113.3555,17.5405,5.0270,0.0982,0.0000,0
114.5769,17.6725,5.0865,0.0966,0.0000,0
115.8027,17.8118,5.1356,0.0963,0.0000,0
116.9660,17.9410,5.1824,0.0959,0.0000,0
118.1529,18.0689,5.2328,0.0943,0.0000,0
119.3517,18.1994,5.2855,0.0933,0.0000,0
121.1462,18.3874,5.3737,0.0922,0.0000,0
122.6082,18.5418,5.4349,0.0909,0.0000,0
124.1045,18.6906,5.5134,0.0898,0.0000,0
125.2822,18.8099,5.5750,0.0894,0.0000,0
127.0604,18.9924,5.6537,0.0881,0.0000,0
128.2709,19.1172,5.7095,0.0885,0.0000,0
129.4452,19.2549,5.7554,0.0897,0.0000,0
